Filename,Re,D,U0 (m/s),Période moyenne (s),Fréquence (Hz),St
Max_V_sur_Y_Re200_D1.csv,200,1.0,0.0029387755102040815,2500.0,0.0004,0.13611111111111113
Max_V_sur_Y_Re200_D1.5.csv,200,1.5,0.0019591836734693877,5266.666666666667,0.00018987341772151899,0.145371835443038
Max_V_sur_Y_Re200_D2.5.csv,200,2.5,0.0011755102040816327,14850.0,6.734006734006734e-05,0.14321455293677512
Max_V_sur_Y_Re500_D1.csv,500,1.0,0.007346938775510205,1000.0,0.001,0.1361111111111111
Max_V_sur_Y_Re500_D1.5.csv,500,1.5,0.00489795918367347,2266.6666666666665,0.0004411764705882353,0.13511029411764705
Max_V_sur_Y_Re500_D2.5.csv,500,2.5,0.002938775510204082,6133.333333333333,0.00016304347826086958,0.1387001811594203
Max_V_sur_Y_Re1000_D1.csv,1000,1.0,0.01469387755102041,508.3333333333333,0.0019672131147540984,0.133879781420765
Max_V_sur_Y_Re1000_D1.5.csv,1000,1.5,0.00979591836734694,1116.6666666666667,0.0008955223880597014,0.13712686567164176
Max_V_sur_Y_Re1000_D2.5.csv,1000,2.5,0.005877551020408164,3033.3333333333335,0.00032967032967032967,0.14022435897435895
